"YEAR","STATE","UNIT_ID","FIRE_NUM","FIRE_NAME","AGENCY","C_METHOD","CAUSE","INC_NUM","OBJECTIVE","COMMENTS","REPORT_AC","GIS_ACRES","Shape_Leng","Shape_Area","ALARM_DATE","CONT_DATE_","ID_NUM"
2007,CA,ANF,00000166,RANCH,USF,7,2,00000166,1,,54716.000000000000000,58410.335937500000000,169150.715690138000000,236378245.169020000000000,10/20/07,11/15/07,1
2007,CA,KRN,00718055,WHITE,CCO,7,2,00018055,1,,12432.150000000000000,12432.160156250000000,42225.311665764700000,50311168.468657800000000,06/24/07,06/29/07,2
2007,CA,MCP,00001111,AMMO,DOD,8,14,00000000,1,,21084.000000000000000,21493.908203125000000,55925.994474510800000,86982761.422794800000000,10/23/07,11/01/07,3
2007,CA,INF,00000015,SAGE,USF,2,1,00000015,1,Part of the Inyo Complex,6460.000000000000000,6462.620117187500000,38003.226527230200000,26153295.793930600000000,07/06/07,07/11/07,4
2007,CA,ORC,00000085,SANTIAGO,CDF,3,9,00000085,1,,28476.000000000000000,28429.980468750000000,86612.287190181400000,115052046.152140000000000,10/21/07,11/08/07,5
2007,CA,BDF,00000167,SLIDE,USF,7,9,00000167,1,,12759.000000000000000,12769.248046875000000,74185.915952905400000,51675311.509597200000000,10/22/07,11/14/07,6
2007,CA,MVU,00000000,RICE,CDF,3,9,00010502,1,,0.000000000000000,9471.853515625000000,51738.224781922300000,38331231.935515600000000,10/07/07,11/05/07,7
2007,CA,FKU,00008730,TAR,CDF,2,14,00008730,1,,5670.000000000000000,5671.028320312500000,24980.060431639300000,22949836.578913500000000,08/10/07,08/19/07,8
2007,CA,PNF,00000098,MOONLIGHT,USF,7,2,00000098,1,,64995.000000000000000,64959.957031250000000,82138.262364576500000,262883613.948089000000000,09/03/07,09/25/07,9
2007,CA,INF,00000022,OAK,USF,2,1,00000022,1,Part of the Inyo Complex,12051.000000000000000,27062.869140625000000,83818.989474144600000,109519543.383013000000000,07/06/07,07/13/07,10
2007,CA,MVU,00000087,POOMACHA,CDF,7,9,00010643,1,,49390.000000000000000,49410.968750000000000,119199.724712318000000,199959093.235808000000000,10/23/07,12/01/07,11
2007,CA,TNF,00000064,RALSTON,USF,2,9,00001443,1,,8422.000000000000000,8421.043945312500000,45005.699671537600000,34078757.486793100000000,09/05/06,09/17/07,12
2007,CA,MDF,00000055,FLETCHER,USF,1,1,00000055,1,,8121.000000000000000,8081.956542968750000,41625.796942347700000,32706518.208794500000000,07/10/07,08/04/07,13
2007,CA,SCU,00000000,LICK,CDF,2,5,00005214,1,,47760.000000000000000,47748.273437500000000,89863.377830717200000,193230406.132307000000000,09/03/07,09/15/07,14
2007,CA,LAC,00000167,BUCKWEED,CCO,2,8,00000167,1,LACo # 232185,38356.000000000000000,38347.472656250000000,93267.910929479900000,155186722.594586000000000,10/21/07,10/21/07,15
2007,CA,MVU,00000082,WITCH,CDF,7,9,00000082,1,,197990.000000000000000,162070.468750000000000,348140.815907170000000,655875906.470818000000000,10/21/07,10/31/07,16
2007,CA,SBC,00000020,ZACA,CDF,7,2,00000020,1,,240207.000000000000000,240358.703125000000000,278821.306981479000000,972697148.203524000000000,07/04/07,09/02/07,17
2007,CA,PNF,00000053,WHEELER,USF,8,1,00000053,1,Part of the Antelope Complex,22906.000000000000000,22331.923828125000000,71550.437369551400000,90374085.974391000000000,07/05/07,07/21/07,18
2007,CA,BDF,00000158,BUTLER #2,USF,8,9,00000158,1,,14039.000000000000000,13736.270507812500000,52067.939802602600000,55588714.336820200000000,09/14/07,12/31/07,19
2007,CA,KNF,00000032,KING CREEK,USF,7,1,00000032,1,"Part of the Elk Complex, Total Cost 18,600,000",10617.000000000000000,10477.378906250000000,70506.092356726900000,42400448.157331000000000,07/10/07,12/06/07,20
2007,CA,MVU,00000000,HARRIS 2,CDF,3,14,00010427,1,,0.000000000000000,90728.328125000000000,201121.344619272000000,367164512.848971000000000,10/21/07,11/02/07,21
2005,CA,CDD,0000B031,CHINA LAKE,BLM,2,16,0000B031,1,,10350.000000000000000,10357.568359375000000,38284.055427384600000,41915590.862858200000000,07/18/05,07/24/05,22
2005,CA,NOD,00003444,BARREL,BLM,2,1,00003444,1,,24800.000000000000000,24410.216796875000000,85430.509503820800000,98784644.429019900000000,08/22/05,09/09/05,23
2005,CA,RRU,00001573,WOODHOUSE,CDF,2,6,00083672,1,,6500.000000000000000,6532.973144531250000,26673.491676169600000,26438004.307363100000000,10/05/05,10/07/05,24
1924,CA,ENF,000013C2,PI PI-INDIAN DIGGING,USF,0,9,00000000,1,,0.000000000000000,8947.786132812500000,28275.268091432700000,36210405.392353200000000,08/18/24,01/04/1,25
1924,CA,ENF,000038C5,UPPER DESOLATION VAL,USF,0,14,00000000,1,,0.000000000000000,10973.407226562500000,42950.369883252600000,44407804.046842800000000,08/13/24,01/04/1,26
1917,CA,SRF,00200101,CAMP CREEK #1,USF,0,5,00000000,1,,0.000000000000000,5133.942382812500000,20037.465977902800000,20776327.262401900000000,08/06/17,01/04/1,27
1945,CA,MEU,00000092,WILL CREEK,CDF,0,14,00000000,1,,0.000000000000000,30724.630859375000000,113701.344381214000000,124338170.672364000000000,08/19/45,01/04/1,28
1917,CA,LNF,00000138,,USF,0,9,00000000,1,,0.000000000000000,12700.773437500000000,31186.235295204900000,51398206.815126300000000,01/04/1,01/04/1,29
1917,CA,LNF,00000054,,USF,0,9,00000000,1,,0.000000000000000,9203.509765625000000,28872.047073535800000,37245281.289985100000000,01/04/1,01/04/1,30
1926,CA,CNF,00000011,,USF,0,14,00000000,1,,0.000000000000000,9934.758789062500000,33137.842991513100000,40204542.855431600000000,01/04/1,01/04/1,31
1929,CA,SNF,00000002,,USF,0,14,00000000,1,,0.000000000000000,9023.175781250000000,33678.280308087800000,36515496.896268800000000,01/04/1,01/04/1,32
1929,CA,MDF,00000018,SUGAR HILL,USF,0,9,00000000,1,,0.000000000000000,8824.674804687500000,36151.350383402600000,35712191.908848600000000,07/22/29,01/04/1,33
1931,CA,LPF,00000014,,USF,0,9,00000000,1,,0.000000000000000,17959.123046875000000,53202.084182258000000,72677992.392922200000000,01/04/1,01/04/1,34
1964,CA,BTU,00000234,LIGHTNING #1,CDF,0,14,00000000,1,,0.000000000000000,9875.977539062500000,25917.377751955800000,39966661.322212000000000,07/12/64,01/04/1,35
1964,CA,LAC,00000000,,CCO,0,14,00000000,1,,0.000000000000000,11365.331054687500000,60151.105089059000000,45993862.840199300000000,07/02/64,01/04/1,36
1929,CA,VNC,00000000,SULPHUR MOUNTAIN,CCO,0,14,00000000,1,,0.000000000000000,26513.722656250000000,81007.237595769700000,107297227.680167000000000,09/16/29,01/04/1,37
1929,CA,LPF,00000015,,USF,0,9,00000000,1,,0.000000000000000,16279.994140625000000,39753.657630734200000,65882799.506946900000000,01/04/1,01/04/1,38
1929,CA,CNF,00000116,,USF,0,9,00000000,1,,0.000000000000000,22335.734375000000000,73022.028468308200000,90389509.488113300000000,01/04/1,01/04/1,39
1951,CA,RRU,00000486,GASTON,CDF,0,14,00000000,1,,0.000000000000000,14205.013671875000000,54424.840097508000000,57485651.855333900000000,09/12/51,01/04/1,40
1936,CA,TGU,00000152,CHINA GULCH,CDF,0,14,00000000,1,,0.000000000000000,53540.582031250000000,87704.390655268400000,216671044.963844000000000,09/25/36,01/04/1,41
1936,CA,PNF,00000001,,USF,0,14,00000000,1,,0.000000000000000,30585.833984375000000,56561.607632129100000,123776475.237898000000000,01/04/1,01/04/1,42
1919,CA,KNF,00000186,,USF,0,14,00000000,1,,0.000000000000000,11592.267578125000000,49262.657466433200000,46912241.027342500000000,01/04/1,01/04/1,43
1911,CA,SNF,00000008,,USF,0,14,00000000,1,,0.000000000000000,11238.766601562500000,35918.503735673000000,45481676.265497600000000,01/04/1,01/04/1,44
1925,CA,CNF,00000044,,USF,0,9,00000000,1,,0.000000000000000,6179.695800781250000,32151.749093609800000,25008342.553182900000000,01/04/1,01/04/1,45
1955,CA,MVU,00000208,OAKVALE LODGE,CDF,0,14,00000000,1,,0.000000000000000,8197.542968750000000,39875.325018801000000,33174280.668373600000000,09/01/55,01/04/1,46
1960,CA,BEU,00000079,WEFERLING,CDF,0,14,00000000,1,,0.000000000000000,51451.328125000000000,72792.867271856300000,208216137.568050000000000,07/17/60,01/04/1,47
1928,CA,LAC,00000000,RIDGE FIRE #98,CCO,0,14,00000000,1,,0.000000000000000,43472.382812500000000,97268.338562283600000,175926496.548409000000000,09/21/28,01/04/1,48
1928,CA,LPF,00000004,,USF,0,9,00000000,1,,0.000000000000000,18127.761718750000000,47718.177691002200000,73360452.406919400000000,01/04/1,01/04/1,49
2005,CA,SCU,00000171,TESLA,CDF,2,7,00002920,1,,6440.000000000000000,6440.355957031250000,40293.845795708000000,26063195.420836300000000,07/19/05,07/20/05,50
2005,CA,BDF,00000122,BLAISDELL,USF,7,4,00000000,1,,5493.000000000000000,5491.787597656250000,25671.502820227800000,22224475.917196100000000,08/31/05,08/31/05,51
1944,CA,MNF,00000032,BOARDMAN,USF,0,2,00000000,1,,0.000000000000000,19510.318359375000000,70706.077823619600000,78955461.046796100000000,01/04/1,01/04/1,52
1944,CA,MNF,00000027,JORDAN FLAT,USF,0,2,00000000,1,,0.000000000000000,11796.680664062500000,39417.775770971000000,47739471.088558100000000,01/04/1,01/04/1,53
1917,CA,KNF,00000112,,USF,0,14,00000000,1,,0.000000000000000,7351.135742187500000,23611.692555070700000,29748989.996439400000000,01/04/1,01/04/1,54
1917,CA,KNF,00000000,,USF,0,14,00000000,1,,0.000000000000000,6939.623046875000000,27664.261905903700000,28083657.414302500000000,01/04/1,01/04/1,55
1917,CA,KNF,00000171,,USF,0,14,00000000,1,,0.000000000000000,12739.418945312500000,32352.027955439100000,51554598.579525400000000,01/04/1,01/04/1,56
1917,CA,KNF,00000000,,USF,0,14,00000000,1,,0.000000000000000,10254.291992187500000,29259.399696252200000,41497647.492647800000000,01/04/1,01/04/1,57
1926,CA,LNF,00000067,,USF,0,9,00000000,1,,0.000000000000000,12536.401367187500000,35974.814146549900000,50733015.624935500000000,01/04/1,01/04/1,58
1926,CA,SQF,00000066,,USF,0,1,00000000,1,,0.000000000000000,5956.830566406250000,28660.402897441500000,24106437.892059900000000,01/04/1,01/04/1,59
1926,CA,CNF,00000067,,USF,0,9,00000000,1,,0.000000000000000,10370.995117187500000,40022.986951390600000,41969929.956694200000000,01/04/1,01/04/1,60
1927,CA,LPF,00000003,,USF,0,9,00000000,1,,0.000000000000000,7557.179687500000000,23127.509811338400000,30582820.902914800000000,01/04/1,01/04/1,61
1916,CA,LPF,00000028,,USF,0,9,00000000,1,,0.000000000000000,6134.509765625000000,21302.949800759500000,24825481.202503900000000,01/04/1,01/04/1,62
1920,CA,MDF,00000059,,USF,0,1,00000000,1,,0.000000000000000,6838.110839843750000,27925.007807987300000,27672852.706392900000000,01/04/1,01/04/1,63
1924,CA,LAC,00000000,SAN GABRIEL,CCO,0,14,00000000,1,,0.000000000000000,43049.914062500000000,130115.234799472000000,174216818.960429000000000,08/31/24,01/04/1,64
1912,CA,SQF,00000013,,USF,0,9,00000000,1,,0.000000000000000,5379.059082031250000,23187.100258296900000,21768280.369624600000000,01/04/1,01/04/1,65
1912,CA,CNF,00000044,,USF,0,9,00000000,1,,0.000000000000000,6928.840332031250000,35354.054262933100000,28040021.198147100000000,01/04/1,01/04/1,66
1946,CA,VNC,00000000,WILEY CANYON,CCO,0,14,00000000,1,,0.000000000000000,21266.115234375000000,66034.691430217600000,86060912.863784900000000,11/02/46,01/04/1,67
1926,CA,TNF,00000012,,USF,0,14,00000000,1,,0.000000000000000,5243.780761718750000,21953.043443716500000,21220828.422900800000000,01/04/1,01/04/1,68
1936,CA,HUU,00000000,A-LINE,CDF,0,14,00000000,1,,0.000000000000000,17530.748046875000000,33975.380774478800000,70944419.584266900000000,01/04/1,01/04/1,69
1926,CA,SQF,00000070,,USF,0,1,00000000,1,,0.000000000000000,14969.265625000000000,44348.608944325800000,60578469.277451800000000,01/04/1,01/04/1,70
1950,CA,MVU,00000564,CONEJOS,CDF,0,9,00000000,1,,0.000000000000000,62848.742187500000000,134246.492183679000000,254339831.597210000000000,08/16/50,01/04/1,71
1973,CA,MDF,00000122,9 MILE,USF,8,2,00000000,1,,21820.000000000000000,18726.958984375000000,71784.678345091000000,75785317.149225600000000,08/19/73,08/22/73,72
1929,CA,PNF,00000006,,USF,0,14,00000000,1,,0.000000000000000,6484.074218750000000,29093.988680504300000,26240116.813777800000000,01/04/1,01/04/1,73
1933,CA,LAC,00000000,MONTROSE/LA CRESC,CCO,0,14,00000000,1,,0.000000000000000,5094.765136718750000,29285.851046144600000,20617782.618753900000000,11/21/33,01/04/1,74
1924,CA,LPF,00000021,,USF,0,9,00000000,1,,0.000000000000000,54480.136718750000000,69735.662469072700000,220473290.309377000000000,01/04/1,01/04/1,75
1924,CA,CNF,00000032,,USF,0,9,00000000,1,,0.000000000000000,5166.425292968750000,25673.630603802200000,20907780.657942000000000,01/04/1,01/04/1,76
1931,CA,PNF,00000003,,USF,0,14,00000000,1,,0.000000000000000,22631.392578125000000,69379.408994269100000,91585996.452911800000000,01/04/1,01/04/1,77
1931,CA,PNF,00000010,,USF,0,14,00000000,1,,0.000000000000000,5468.336914062500000,21322.294010993300000,22129575.036439200000000,01/04/1,01/04/1,78
1947,CA,CNF,00000104,,USF,0,14,00000000,1,,0.000000000000000,17155.953125000000000,76993.657178098800000,69427676.665774400000000,01/04/1,01/04/1,79
1950,CA,LAC,00000013,CIENEGA,CCO,0,14,00000000,1,,0.000000000000000,6681.530273437500000,26829.879921955200000,27039193.217797600000000,08/03/50,01/04/1,80
1926,CA,LNF,00000048,,USF,0,9,00000000,1,,0.000000000000000,11351.959960937500000,32393.758286343800000,45939750.633305600000000,01/04/1,01/04/1,81
1917,CA,LPF,00000065,,USF,0,9,00000000,1,,0.000000000000000,44009.359375000000000,77928.923815260100000,178099562.667779000000000,01/04/1,01/04/1,82
1999,CA,BTU,00000000,DOE MILL,CDF,0,1,00008187,1,,0.000000000000000,10856.750000000000000,67081.321177512700000,43935709.174845900000000,08/23/99,01/04/1,83
1948,CA,CNF,00000127,,USF,0,9,00000000,1,,0.000000000000000,7883.584472656250000,44658.105859446400000,31903733.949277200000000,01/04/1,01/04/1,84
1948,CA,LNU,00000000,,CDF,0,14,00000000,1,,0.000000000000000,12222.058593750000000,32461.893480306700000,49460917.870066300000000,01/04/1,01/04/1,85
1932,CA,MNF,00000033,HORSE PASTURE RIDGE,USF,0,9,00000000,1,,0.000000000000000,8422.930664062500000,34618.814491761100000,34086391.431010000000000,01/04/1,01/04/1,86
1932,CA,MNF,00000050,LONG VALLEY,USF,0,9,00000000,1,,0.000000000000000,6910.146484375000000,27517.819962912400000,27964370.567407300000000,01/04/1,01/04/1,87
1944,CA,RRU,00000000,,CDF,0,14,00000000,1,,0.000000000000000,58789.910156250000000,83275.348375442200000,237914326.491792000000000,01/04/1,01/04/1,88
1878,CA,LAC,00000000,,CCO,0,14,00000000,1,,0.000000000000000,59468.882812500000000,87952.016473275200000,240662028.730809000000000,01/04/1,01/04/1,89
1990,CA,VNC,00000000,LOS PADRES,CCO,0,14,00000000,1,,0.000000000000000,20539.835937500000000,46191.495635086700000,83121767.564090100000000,09/01/90,01/04/1,90
1896,CA,LAC,00000000,,CCO,0,14,00000000,1,,0.000000000000000,7531.716796875000000,30166.821406133000000,30479776.773369200000000,01/04/1,01/04/1,91
1898,CA,VNC,00000000,LOS PADRES,CCO,0,14,00000000,1,,0.000000000000000,20539.949218750000000,46191.333172089700000,83122225.423564100000000,09/01/98,01/04/1,92
1924,CA,SNF,00000002,,USF,0,14,00000000,1,,0.000000000000000,11590.236328125000000,36463.006518539400000,46904022.556209600000000,01/04/1,01/04/1,93
1924,CA,SNF,00000004,,USF,0,14,00000000,1,,0.000000000000000,10310.090820312500000,30978.883875369900000,41723455.336286900000000,01/04/1,01/04/1,94
1924,CA,SNF,00000008,,USF,0,9,00000000,1,,0.000000000000000,5202.702636718750000,23555.680901728000000,21054590.544368800000000,01/04/1,01/04/1,95
1941,CA,LPF,00000011,,USF,0,9,00000000,1,,0.000000000000000,6374.493164062500000,29310.365583120200000,25796658.305123900000000,01/04/1,01/04/1,96
1961,CA,LMU,00000061,LIGHTNING #20,CDF,0,14,00000000,1,,0.000000000000000,13003.056640625000000,51644.826987263600000,52621502.827370600000000,08/02/61,01/04/1,97
1961,CA,TGU,00000005,LOGAN,CDF,0,14,00000000,1,,0.000000000000000,6707.358886718750000,25966.508258454100000,27143718.371325500000000,07/13/61,01/04/1,98
1913,CA,LPF,00000044,,USF,0,14,00000000,1,,0.000000000000000,14878.054687500000000,33581.239324774100000,60209349.453181700000000,01/04/1,01/04/1,99
1908,CA,HUU,00000000,LUFFENHOLZ,CDF,0,14,00000000,1,,0.000000000000000,7433.901855468750000,24020.791549746100000,30083933.938923700000000,09/26/08,01/04/1,100
1921,CA,SQF,00000015,,USF,0,9,00000000,1,,0.000000000000000,13171.717773437500000,66606.207166015000000,53304049.688272000000000,01/04/1,01/04/1,101
1921,CA,CNF,00000015,,USF,0,9,00000000,1,,0.000000000000000,6006.260253906250000,22236.109223731300000,24306472.373486700000000,01/04/1,01/04/1,102
1977,CA,SQF,00000080,BONITA,USF,8,1,00000000,1,,7586.000000000000000,7428.069335937500000,26705.060643805800000,30060330.489198400000000,08/01/77,08/09/77,103
1941,CA,KNF,00000089,,USF,0,14,00000000,1,,0.000000000000000,5226.837890625000000,19760.889444063400000,21152262.949281600000000,01/04/1,01/04/1,104
1916,CA,MNF,00000042,TROUGH SPRINGS,USF,0,2,00000000,1,,0.000000000000000,6189.306640625000000,30042.764609635000000,25047235.297871400000000,01/04/1,01/04/1,105
1917,CA,LPF,00000012,THATCHER,USF,0,9,00000000,1,,0.000000000000000,29638.472656250000000,55290.801562023000000,119942644.136467000000000,06/01/17,01/04/1,106
1961,CA,AEU,00000147,KELSEY MILL,CDF,0,14,00000000,1,,0.000000000000000,11815.900390625000000,38508.048599149200000,47817253.268077000000000,09/02/61,01/04/1,107
1945,CA,HUU,00000000,,CDF,0,14,00000000,1,,0.000000000000000,15791.703125000000000,40965.652377178100000,63906756.486751800000000,09/21/45,01/04/1,108
1951,CA,LNU,00000070,RICHARD A. KANT,CDF,0,14,00000000,1,,0.000000000000000,6202.444335937500000,24871.426710098000000,25100401.263434500000000,09/09/51,01/04/1,109
1999,CA,BTU,00000000,MUSTY,CDF,0,1,00008600,1,,0.000000000000000,16757.048828125000000,55082.531583607900000,67813374.195099000000000,08/23/99,01/04/1,110
1911,CA,CNF,00000032,,USF,0,9,00000000,1,,0.000000000000000,10394.007812500000000,40178.765900021500000,42063057.335421600000000,01/04/1,01/04/1,111
1942,CA,LAC,00000000,LAS FLORES N. 47,CCO,0,14,00000000,1,,0.000000000000000,5841.270019531250000,29776.130915849400000,23638781.574420600000000,10/20/42,01/04/1,112
1979,CA,LPF,00000050,NACIMIENTO,USF,8,7,00000000,1,,5371.000000000000000,6069.882324218750000,30687.180010332300000,24563943.023962600000000,09/01/79,09/05/79,113
1966,CA,KNF,00000148,INDIAN RIDGE,USF,0,7,00000000,1,,0.000000000000000,11743.676757812500000,40904.821644270100000,47524972.492219000000000,09/05/66,01/04/1,114
1966,CA,MNF,00000017,ROUND,USF,0,4,00000000,1,,0.000000000000000,20864.250000000000000,45494.333912368200000,84434621.274107700000000,08/07/66,01/04/1,115
1966,CA,MNF,00000015,HORSE,USF,0,4,00000000,1,,0.000000000000000,6973.941894531250000,32305.707978745200000,28222540.680030400000000,01/04/1,01/04/1,116
1968,CA,RRU,00000000,,CDF,0,14,00000000,1,,0.000000000000000,15982.426757812500000,71030.331922619600000,64678588.080897500000000,01/04/1,01/04/1,117
1943,CA,CNF,00000045,,USF,0,9,00000000,1,,0.000000000000000,5983.223632812500000,40504.614715777900000,24213247.425611100000000,01/04/1,01/04/1,118
1943,CA,CNF,00000049,,USF,0,9,00000000,1,,0.000000000000000,13707.277343750000000,42483.636327058100000,55471384.866227400000000,01/04/1,01/04/1,119
1943,CA,BDF,00000000,,USF,0,14,00000000,1,,0.000000000000000,10110.260742187500000,39027.058787851400000,40914772.697704500000000,01/04/1,01/04/1,120
1950,CA,TGU,00000044,CANADA LARGE CANET R,CDF,0,14,00000000,1,,0.000000000000000,5142.826171875000000,20502.750020820300000,20812279.358584000000000,10/12/50,01/04/1,121
1900,CA,LAC,00000000,BIG FIRE,CCO,0,14,00000000,1,,0.000000000000000,16960.494140625000000,60972.240152348900000,68636685.548665400000000,01/04/1,01/04/1,122
2003,CA,LPF,00000038,PIRU,USF,8,2,00000000,1,,63720.000000000000000,63726.406250000000000,99965.962474689900000,257891609.202893000000000,10/23/03,10/31/03,123
2003,CA,BDF,00000147,OLD,USF,8,7,00000000,1,,91281.000000000000000,91428.000000000000000,180629.265814281000000,369996001.779915000000000,10/25/03,11/15/03,124
2003,CA,MDF,00000057,ACKLEY,USF,8,1,00000000,1,,9940.000000000000000,9599.020507812500000,39053.962416936900000,38845859.693436800000000,07/26/03,07/30/03,125
1925,CA,LAC,00000000,HELL HOLE FIRE,CCO,0,14,00000000,1,,0.000000000000000,5730.613281250000000,25487.398865886700000,23190969.884793200000000,09/18/25,01/04/1,126
1914,CA,CNF,00000005,,USF,0,14,00000000,1,,0.000000000000000,18754.990234375000000,41615.574811209600000,75898755.786589700000000,01/04/1,01/04/1,127
1921,CA,SNF,00000002,,USF,0,14,00000000,1,,0.000000000000000,6348.788574218750000,25943.341367504500000,25692636.140384700000000,01/04/1,01/04/1,128
1917,CA,TNF,00000014,,USF,0,14,00000000,1,,0.000000000000000,6268.987792968750000,26907.713918711400000,25369694.085725600000000,01/04/1,01/04/1,129
1960,CA,LAC,00000000,,CCO,0,14,00000000,1,,0.000000000000000,15013.895507812500000,59192.663377106200000,60759080.801790500000000,07/17/60,01/04/1,130
1951,CA,PNF,00000229,MILK RANCH,USF,0,9,00000000,1,,0.000000000000000,21978.765625000000000,73189.584164524300000,88944907.979301200000000,09/11/51,01/04/1,131
1951,CA,FKU,00000006,SYCAMORE,CDF,0,14,00000000,1,,0.000000000000000,7387.275878906250000,29967.483588251900000,29895245.058767500000000,07/07/51,01/04/1,132
1951,CA,KNF,00000085,THREE DEVILS,USF,0,1,00000000,1,,0.000000000000000,10487.111328125000000,29519.692160964000000,42439832.431738200000000,08/18/51,01/04/1,133
1951,CA,LNU,00000030,BOARDMAN RIDGE,CDF,0,9,00000000,1,,0.000000000000000,6675.731933593750000,27716.569576961600000,27015728.903910200000000,09/11/51,01/04/1,134
1932,CA,ENF,000039P3,,USF,0,9,00000000,1,,0.000000000000000,7481.279296875000000,22638.112245506000000,30275664.121135700000000,01/04/1,01/04/1,135
1924,CA,LPF,00000025,,USF,0,9,00000000,1,,0.000000000000000,11612.225585937500000,32928.848088182100000,46993009.743340200000000,01/04/1,01/04/1,136
1952,CA,BDF,00000000,SO. FORK,USF,0,14,00000000,1,,0.000000000000000,5178.110839843750000,24767.318177479900000,20955072.069885800000000,07/10/52,01/04/1,137
1922,CA,SHF,00000624,,USF,0,9,00000000,1,,0.000000000000000,6352.966308593750000,24801.460321174300000,25709543.060657900000000,01/04/1,01/04/1,138
1997,CA,LPF,00000042,HOPPER,USF,8,9,00000000,1,,24797.000000000000000,24797.384765625000000,56054.167967479700000,100351454.728165000000000,08/05/97,08/13/97,139
1997,CA,SQF,00000067,JACKS,USF,8,1,00000000,1,,5693.000000000000000,5747.024414062500000,36149.890963584700000,23257382.633377000000000,08/08/97,08/18/97,140
1927,CA,SNF,00000002,,USF,0,14,00000000,1,,0.000000000000000,6270.248046875000000,23950.349821694600000,25374792.903466000000000,01/04/1,01/04/1,141
1951,CA,MMU,00000059,ALLEN FLAT,CDF,0,14,00000000,1,,0.000000000000000,5363.244628906250000,26114.002626214400000,21704281.436574600000000,08/18/51,01/04/1,142
1925,CA,CNF,00000009,,USF,0,14,00000000,1,,0.000000000000000,8650.423828125000000,26827.483260911300000,35007022.910279000000000,01/04/1,01/04/1,143
1926,CA,MDF,00000055,FORT BIDWELL,USF,0,9,00000000,1,,0.000000000000000,13100.943359375000000,41193.095181383800000,53017637.881669100000000,07/16/26,01/04/1,144
1924,CA,SHF,00000725,,USF,0,9,00000000,1,,0.000000000000000,7556.002929687500000,33904.314601035700000,30578059.195385800000000,01/04/1,01/04/1,145
1910,CA,VNC,00000000,COYOTE CREEK,CCO,0,14,00000000,1,,0.000000000000000,11226.824218750000000,28728.480584708000000,45433344.318414100000000,07/01/10,01/04/1,146
1922,CA,SQF,00000005,,USF,0,9,00000000,1,,0.000000000000000,5100.851074218750000,26881.199367651600000,20642412.319436000000000,01/04/1,01/04/1,147
1928,CA,LPF,00000014,,USF,0,9,00000000,1,,0.000000000000000,20898.103515625000000,62675.405315072600000,84571624.520684400000000,01/04/1,01/04/1,148
1928,CA,CNF,00000104,,USF,0,9,00000000,1,,0.000000000000000,48612.589843750000000,83616.091214228100000,196728165.032559000000000,01/04/1,01/04/1,149
1928,CA,CNF,00000102,,USF,0,9,00000000,1,,0.000000000000000,62967.156250000000000,78713.439478955400000,254819037.918997000000000,01/04/1,01/04/1,150
1955,CA,SCU,00000073,FLETCHER,CDF,0,14,00000000,1,,0.000000000000000,6516.865722656250000,33174.950504996400000,26372820.661216300000000,09/04/55,01/04/1,151
1955,CA,LNU,00000003,GATES CANYON,CDF,0,14,00000000,1,,0.000000000000000,5551.795898437500000,26208.841041661800000,22467320.021529300000000,09/02/55,01/04/1,152
1955,CA,HUU,00000104,HEALY LOGGING CO.,CDF,0,14,00000000,1,,0.000000000000000,22508.656250000000000,46794.917730314600000,91089299.658173000000000,09/02/55,01/04/1,153
1949,CA,SHF,00000036,,USF,0,9,00000000,1,,0.000000000000000,6150.749023437500000,24417.715752343800000,24891197.899335700000000,01/04/1,01/04/1,154
1922,CA,SHF,00000625,,USF,0,9,00000000,1,,0.000000000000000,5991.513183593750000,28006.837397995900000,24246792.840583700000000,01/04/1,01/04/1,155
1940,CA,MDF,00000030,SUGAR HILL3,USF,0,9,00000000,1,,0.000000000000000,20121.125000000000000,46916.650919965900000,81427303.678060700000000,08/02/40,01/04/1,156
1970,CA,SQF,00000131,RED MOUNTAIN,USF,8,3,00000000,1,,25600.000000000000000,25492.349609375000000,64694.334754166300000,103163878.464714000000000,09/26/70,10/03/70,157
1987,CA,KNF,00000217,YELLOW,USF,8,1,00000000,1,,47590.000000000000000,51060.066406250000000,92167.165876160300000,206632751.965859000000000,08/30/87,11/20/87,158
1987,CA,KNF,00000220,SAINT CLAIRE,USF,8,1,00000000,1,,8600.000000000000000,8832.547851562500000,31341.888061720900000,35744054.060808900000000,08/30/87,10/10/87,159
1987,CA,KNF,00000223,GLASGOW,USF,8,1,00000000,1,,13370.000000000000000,13863.502929687500000,40540.136054398100000,56103606.474809900000000,08/30/87,09/22/87,160
1911,CA,BDF,00000000,,USF,0,14,00000000,1,,0.000000000000000,17062.041015625000000,56346.539217645900000,69047626.694807700000000,01/04/1,01/04/1,161
1911,CA,LAC,00000000,,CCO,0,14,00000000,1,,0.000000000000000,15096.016601562500000,30767.179211313200000,61091410.082347600000000,01/04/1,01/04/1,162
1955,CA,KNF,00000129,HAYSTACK,USF,0,1,00000000,1,,0.000000000000000,59639.929687500000000,85147.015336669000000,241354231.776389000000000,09/04/55,01/04/1,163
1945,CA,MEU,00000090,HAYWORTH RIDGE,CDF,0,14,00000000,1,,0.000000000000000,14943.108398437500000,48137.818827865400000,60472613.960589600000000,08/19/45,01/04/1,164
